코드,원료명,공급사,단가,원산지,포장단위,분류,기능성,규격,비고
SRC21-1034,율무분말,엘본에이치앤비,29000,국산,,일반식품,N,,
SRC21-1035,의이인분말,하이베이스,15000,국산,,일반식품,N,,
SRC21-1036,의이인분말,바이오케어,30000,국산,,일반식품,N,,
SRC21-1037,적소두분말,하이베이스,18000,국산,,일반식품,N,,
SRC21-1038,적소두분말,엘본에이치앤비,22000,국산,,일반식품,N,,
SRC21-1039,적소두분말,바이오케어,20000,국산,,일반식품,N,,
SRC21-1040,숙지황분말,하이베이스,75000,국산,,일반식품,N,,
SRC21-1041,숙지황분말,엘본에이치앤비,29000,중국,,일반식품,N,,
SRC21-1043,차전자피 분말,하이베이스,9000,인도,,일반식품,N,일반식품/ 식이섬유 75%,
SRC21-1044,차전자피 분말,엘본에이치앤비,16000,인도,,일반식품,N,79% 건식원료,
SRC21-1045,차전자피 분말,바이오케어,22000,인도,,일반식품,N,식이섬유75%/ 식품원료,
SRC21-1048,마인분말,바이오케어,16000,중국,,일반식품,N,,
SRC21-1049,황정(둥굴래)분말,하이베이스,38000,국산,,일반식품,N,,
SRC21-1050,황정(둥굴래)분말,엘본에이치앤비,29500,국산,,일반식품,N,,
SRC21-1051,황정(둥굴래)분말,바이오케어,22000,중국,,일반식품,N,,
SRC21-1053,미강추출분말,하이베이스,26000,미국,,일반식품,N,바이오케어 취급X,
SRC21-1054,미강추출분말,엘본에이치앤비,26000,미국,,일반식품,N,,
SRC21-1055,아미노믹스 BCCA혼합제제,하이베이스,24000,중국,,일반식품,N,12/7 시험성적서 받음,
SRC21-1056,"아미노믹스 BCCA(중국, 국내가공)",태성,45000,중국/국내가공,,일반식품,N,12/7 품목제조보고서 받음,
SRC21-1057,글리세린지방산에스테르,하이베이스,9000,국산,,일반식품,N,,
SRC21-1058,글리세린지방산에스테르,하이베이스,5500,말레이시아,,일반식품,N,,
SRC21-1060,에리스트롤,하이베이스,6500,중국,,일반식품,N,,
SRC21-1061,에리스트롤 결정,태성,9000,프랑스,,일반식품,N,,
SRC21-1062,에리스트롤 결정,태성,11500,미국,,일반식품,N,,
SRC21-1063,에리스트롤 분말,태성,17500,미국,,일반식품,N,,
SRC21-1064,판토텐산 칼슘,하이베이스,108000,영국,,일반식품,N,,
SRC21-1065,판토텐산 칼슘,태성,85000,영국,,일반식품,N,,
SRC21-1066,이노시톨,태성,50000,독일,,일반식품,N,"하이베이스>독일,핀란드산 물량부족으로 올해 수입분은 수급이 어려움",
SRC21-1067,이노시톨,태성,45000,중국,,일반식품,N,,
SRC21-1068,샤인머스켓향분말,하이베이스,22000,국산,,일반식품,N,,
SRC21-1069,샤인머스켓향분말,해찬솔,30000,,,일반식품,N,,
SRC21-1070,샤인머스켓 추출분말,새롬비앤에프,25000,,,일반식품,N,,
SRC21-1071,청포도 과즙분말,하이베이스,22000,미국,,일반식품,N,,
SRC21-1072,청포도 농축분말,해찬솔,15000,,,일반식품,N,,
SRC21-1073,청포도 농축분말,새롬비앤에프,15000,,,일반식품,N,,
SRC21-1075,레드비트농축분말,해찬솔,17000,,,일반식품,N,,
SRC21-1076,레드비트농축분말,새롬비앤에프,16000,,,일반식품,N,,
SRC21-1078,산수유추출분말,해찬솔,25000,,,일반식품,N,,
SRC21-1079,산수유추출분말,새롬비앤에프,35000,,,일반식품,N,,
SRC21-1080,아스파라거스추출분말,하이베이스,65000,,,일반식품,N,"외국산(페루,멕시코,호주)",
SRC21-1081,돼지감자(예루살렘 아티초크)추출분말,해찬솔,20000,국산,,일반식품,N,,
SRC21-1085,루바브뿌리 추출분말,해찬솔,24000,국산,,일반식품,N,,
SRC21-1086,루바브추출분말(줄기),하이베이스,20000,국산,,일반식품,N,,
SRC21-1088,수박과피,해찬솔,21000,국산,,일반식품,N,새롬 없음/해찬솔 : 성분분석자료없어 함량확인 불가,
SRC21-1089,수박과피추출분말,하이베이스,95000,국산,,일반식품,N,,
SRC21-1090,L-아스파라긴 (분말),엘본에이치앤비,53000,중국,,일반식품,N,해찬솔/새롬/하이베이스 없음,
SRC21-1092,갈근추출분말,하이베이스,22000,국산,,일반식품,N,,
SRC21-1095,대나무수액추출분말,하이베이스,60000,인도,,일반식품,N,해찬솔 없음,
SRC21-1097,흰강낭콩추출분말,해찬솔,15000,캐나다,,일반식품,N,,
SRC21-1098,흰강낭콩추출분말,하이베이스,45000,인도,,일반식품,N,,
SRC21-1099,마테추출분말,해찬솔,16000,브라질,20,일반식품,N,,
SRC21-1100,마테추출분말,하이베이스,50000,브라질,10,일반식품,N,,
SRC21-1101,홍삼농축액(6년근),현대바이오랜드,210000,국산,,일반식품,N,건강기능식품,
SRC21-1102,홍삼농축액분말(4년근),현대바이오랜드,310000,국산,,일반식품,N,,
SRC21-1103,홍삼농축액분말(6년근),현대바이오랜드,330000,국산,,일반식품,N,,
SRC21-1104,발효홍삼농축액(6년근),현대바이오랜드,250000,국산,,일반식품,N,,
SRC21-1105,발효홍삼농축액분말(6년근),현대바이오랜드,260000,국산,,일반식품,N,,
SRC21-1107,화이트토마토추출농축분말,하이베이스,340000,미국,,일반식품,N,,
SRC21-1108,화이트토마토추출농축분말,엘본에이치앤비,320000,미국,,일반식품,N,,
SRC21-1109,펩신,하이베이스,500000,영국,,일반식품,N,,
SRC21-1111,락토바실러스 람노서스GG,서호상사,1600000,미국,,일반식품,N,다니스코(듀퐁사 제품) 3500억/g **재고 일부 있음,
SRC21-1112,락토바실러스 람노서스GG,(미지정),480000,국산,,일반식품,N,"2,000억/g  **재고 0.275kg",
SRC21-1113,미역추출분말,해찬솔,15000,국산,60,일반식품,N,90만원,
SRC21-1114,미역추출분말,하이베이스,70000,중국,,일반식품,N,140만원 타사제품/재고확인필요,
SRC21-1116,대두레시틴 추출분말,하이베이스,26000,인도,,일반식품,N,해찬솔없음,
SRC21-1120,모로오렌지추출분말 hcs7565,엘본에이치앤비,16000,이탈리아,,일반식품,N,일반식품원료,
SRC21-1121,모로오렌지추출분말,새롬비앤에프,15000,,,일반식품,N,일반식품원료,
SRC21-1122,모로오렌지추출분말,하이베이스,55000,폴란드,,일반식품,N,일반식품원료,
SRC21-1123,모로오렌지추출분말,하이베이스,18000,이스라엘,,일반식품,N,일반식품원료,
SRC21-1124,"해조분말(잔가시쩍,피마톨리톤칼카륨)",하이베이스,10000,영국,40,일반식품,N,"향림제품, 재고확인필요/칼슘함량 미상",
SRC21-1125,해조칼슘,엘본에이치앤비,9800,영국,,일반식품,N,칼슘함량 32%,
SRC21-1126,해조칼슘,서호상사,11000,영국,,일반식품,N,칼슘함량 32%이상,
SRC21-1127,해조칼슘,하이베이스,26000,영국,,일반식품,N,수용성/칼슘함량12%이상,
SRC21-1128,구절초추출분말,해찬솔,15000,국산,,일반식품,N,,
SRC21-1129,구절초추출분말,하이베이스,18000,국산,,일반식품,N,"구절초추출분말(HCS-7609), 성분: 구절초추출액고형분2%:70%, 덱스트린30%)",
SRC21-1130,양배추농축액,해찬솔,24000,국산,,일반식품,N,HCS-6647 국산 냉동:  양배추 100%  (고형분 19.59%...20%),
SRC21-1131,양배추농축액,하이베이스,19000,독일,,일반식품,N,,
SRC21-1132,양배추즙농축액(BRIX:20),해찬솔,20000,국산,,일반식품,N,"HCS-5719 국산 냉동: 양배추즙추출액(고형분:4.5%) 97.4%, 올리고당 2.6%",
SRC21-1133,블루베리농축액,해찬솔,13000,미국,,일반식품,N,HCS-1014 미국산 냉장: 블루베리농축액 100%(수입 살균여과),
SRC21-1134,블루베리농축액,하이베이스,22000,오스트리아,,일반식품,N,,
SRC21-1135,블루베리주스농축액 25,해찬솔,12000,미국,,일반식품,N,미국산   냉동: 블루베리 100%(수입)(페일포장),
SRC21-1136,사과 농축액,해찬솔,4400,중국,,일반식품,N,실온,
SRC21-1137,사과 농축액,해찬솔,5700,국산,,일반식품,N,실온,
SRC21-1138,사과 농축액,하이베이스,7500,국산,,일반식품,N,,
SRC21-1139,브로콜리 농축액,해찬솔,13000,스페인,,일반식품,N,냉동,
SRC21-1140,브로콜리 농축액,하이베이스,40000,국산,,일반식품,N,,
SRC21-1141,비타민C FINE POWDER 99%,태성,8000,중국,,일반식품,N,ASCORBIC ACID FINE POEDER 99%,
SRC21-1142,비타민C ( Luwei ),태성,7500,중국,,일반식품,N,ASCORBIC ACID (결정)_분말보다 Size큰 것,
SRC21-1143,비타민C 97% 혼합제제,태성,12000,중국,,일반식품,N,,
SRC21-1144,비타민C,서호상사,6500,중국,,일반식품,N,,
SRC21-1145,푸마르산(Fumaric acid),하이베이스,5000,국산,,일반식품,N,대략적인 견적 +- 20% 감안,
SRC21-1146,푸마르산(Fumaric acid),선일에프앤씨,3700,중국,,일반식품,N,,
SRC21-1147,호박산(Succinate),선일에프앤씨,6200,,,일반식품,N,국내품목보고,
SRC21-1148,호박산(Succinate),하이베이스,6500,국산,,일반식품,N,대략적인 견적 +- 20% 감안,
SRC21-1149,홍삼엑기스(HCS-7130),해찬솔,9000,국산,,일반식품,N,"저당,홍삼농축액(홍삼100%/국산) 5%",
SRC21-1150,홍삼농축액,선일에프앤비,123000,국산,,일반식품,N,"홍삼성분70mg이상, 고형분 60% 이상",포장원문: 4년근
SRC21-1151,홍삼농축액,선일에프앤비,145000,국산,,일반식품,N,두제품 모두 부가세 별도/ MOQ 100KG / 리드타임 일주일,포장원문: 6년근
SRC21-1152,홍삼농축분말,하이베이스,180000,국산,,일반식품,N,(Rg1+Rb1=4mg/g)/건기식,
SRC21-1153,젖산칼슘,하이베이스,4500,중국,,일반식품,N,,
SRC21-1154,트립토판,하이베이스,28000,중국,,일반식품,N,,
SRC21-1156,오자농축액,해찬솔,20000,중국,,일반식품,N,100%,
SRC21-1159,모유유래 유산균,하이베이스,30000,,,일반식품,N,,
SRC21-1162,비타민미네랄복합제,하이베이스,27000,,,일반식품,N,"남양비타민미네랄믹스(비타민10종, 미네랄4종)",
SRC21-1163,비타민미네랄믹스fs1,엘본에이치앤비,36000,,,일반식품,N,,
SRC21-1164,어성초추출물,하이베이스,16000,중국,,일반식품,N,,
SRC21-1165,어성초추출분말,엘본에이치앤비,50000,국산,,일반식품,N,,
SRC21-1166,당근착즙액 분말,해찬솔,24000,국산,,일반식품,N,,
SRC21-1167,당근농축분말,새롬비앤에프,19000,,,일반식품,N,,
SRC21-1168,당근추출분말,하이베이스,460000,중국,,일반식품,N,베타카로틴10% 건기식,
SRC21-1169,당근추출분말,하이베이스,22000,국산,,일반식품,N,고형분30% 일식,
SRC21-1170,사과 농축분말,해찬솔,14000,국산,,일반식품,N,,
SRC21-1171,사과 농축분말,새롬비앤에프,15000,,,일반식품,N,,
SRC21-1172,사과농축분말,하이베이스,16000,국산,,일반식품,N,,
SRC21-1173,사과과즙분말,하이베이스,14000,국산,,일반식품,N,,
SRC21-1174,토마토 추출분말,해찬솔,15000,칠레,,일반식품,N,,
SRC21-1175,토마토 추출분말,하이베이스,17000,칠레,,일반식품,N,,
SRC21-1176,토마토농축분말,새롬비앤에프,20000,,,일반식품,N,,
SRC21-1177,감귤 농축분말,해찬솔,15000,국산,,일반식품,N,,
SRC21-1178,감귤 농축분말,새롬비앤에프,13000,,,일반식품,N,,
SRC21-1179,감귤 농축/추출분말,하이베이스,18000,국산,,일반식품,N,,
SRC21-1180,바나나엑기스분말,해찬솔,18000,필리핀,,일반식품,N,,
SRC21-1181,블루베리 농축분말,해찬솔,15000,미국,,일반식품,N,,
SRC21-1182,블루베리 농축분말,새롬비앤에프,24000,,,일반식품,N,,
SRC21-1183,블루베리 농축분말,하이베이스,40000,미국,,일반식품,N,,
SRC21-1186,돌미나리추출분말,하이베이스,24000,국산,,일반식품,N,,
SRC21-1187,양파 추출분말,새롬비앤에프,28000,,,일반식품,N,,
SRC21-1188,양파 추출분말,하이베이스,19000,국산,,일반식품,N,,
SRC21-1189,양파 추출분말,하이베이스,140000,미국,,일반식품,N,퀘르세틴10%,
SRC21-1191,생강추출액분말,해찬솔,21000,국산,,일반식품,N,,
SRC21-1192,생강추출분말,해찬솔,22000,국산,,일반식품,N,,
SRC21-1193,생강추출분말,하이베이스,28000,중국,,일반식품,N,,
SRC21-1194,생강추출분말,새롬비앤에프,40000,,,일반식품,N,,
SRC21-1195,로즈마리 추출분말,해찬솔,16000,이집트,,일반식품,N,,
SRC21-1196,로즈힙 추출분말,해찬솔,20000,칠레,,일반식품,N,,
SRC21-1198,새싹귀리추출분말,해찬솔,16000,국산,,일반식품,N,,
SRC21-1199,귀리식이섬유 추출분말,하이베이스,6000,독일,,일반식품,N,,
SRC21-1201,회향추출분말,하이베이스,30000,중국,100,일반식품,N,고형분30%,
SRC21-1202,회향추출분말 SG,태성,45000,중국,100,일반식품,N,,
SRC21-1203,효모추출물(L-글루타치온50%),태성,210000,중국,,일반식품,N,,
SRC21-1206,초유단백(IgG 20%),엘본에이치앤비,82000,미국,,일반식품,N,,
SRC21-1207,초유분말10%,태성,55000,미국,,일반식품,N,,
SRC21-1208,초유분말20%,태성,83000,미국,,일반식품,N,,
SRC21-1209,아로니아농축액,해찬솔,7800,폴란드,,일반식품,N,,
SRC21-1210,아로니아농축액,하이베이스,7000,폴란드,,일반식품,N,250 맞음,
SRC21-1211,아로니아농축액,새롬비앤에프,12000,,,일반식품,N,,
SRC21-1212,모과농축액 (65브릭스),해찬솔,13000,국산,,일반식품,N,,
SRC21-1213,모과농축액 (65브릭스),새롬비앤에프,15000,,,일반식품,N,,
SRC21-1214,모과농축액 (65브릭스),하이베이스,25500,국산,,일반식품,N,모과9%+정제수91%,
SRC21-1215,모과농축액 (60브릭스)100%,하이베이스,15000,국산,,일반식품,N,모과 90%+저감미당 10%,
SRC21-1216,베타카로틴 1%,하이베이스,50000,국산,,일반식품,N,,
SRC21-1217,베타카로틴 1%,하이베이스,90000,스위스,,일반식품,N,,
SRC21-1218,베타카로틴 1% 액상,하이베이스,35000,프랑스,,일반식품,N,,
SRC21-1219,베타카로틴 10%,하이베이스,210000,,,일반식품,N,,
SRC21-1220,베타카로틴 30%,하이베이스,300000,,,일반식품,N,,
SRC21-1221,베타카로틴 30%,엘본에이치앤비,300000,프랑스,,일반식품,N,,
SRC21-1222,구연산칼슘,하이베이스,19000,미국,,일반식품,N,,
SRC21-1223,구연산칼슘,엘본에이치앤비,18000,미국,,일반식품,N,,
SRC21-1224,구연산칼슘,하이베이스,17000,국산,,일반식품,N,,
SRC21-1228,12종 복합효소(엔자임믹스파우더),에스제이디,273000,호주,,일반식품,N,,
SRC21-1232,건조효모셀레늄,에스제이디,40000,,,일반식품,N,"셀레늄1,200ppm(0.12%)",
SRC21-1233,건조효모 강화셀레늄,에스제이디,78000,,,일반식품,N,"셀레늄3,000ppm(0.3%)",
SRC21-1234,건조효모 아연,에스제이디,47000,,,일반식품,N,아연 10%,
SRC21-1235,건조효모 크롬,에스제이디,48000,,,일반식품,N,"크롬 2,000ppm(0.2%)",
SRC21-1236,L. rhamnosus Rosell-11 락토람노서스 -로셀-11,에스제이디,650000,캐나다             -로셀,,일반식품,N,일반 1500억/g,
SRC21-1237,L. rhamnosus Rosell-11 락토람노서스 -로셀-11,에스제이디,720000,캐나다          -로셀,,일반식품,N,코팅 500억/g ** 식물성 유지 코팅으로 보관안정성 및 섭취시 생존률 높음,
SRC21-1239,Bifidobacterium BB-12 비피도박테리움 BB-12,에스제이디,90000,덴마크           -크리스찬 한센,,일반식품,N,** 25g 당 9만원입니다.   100억/g,
SRC21-1240,Bifidobacterium lactis BL-04 비피도박테리움 락티스 BL-04,에스제이디,2200000,"미국, 덴마크    -듀퐁 다니스코",,일반식품,N,**cfg 5000억 /리드타임 2주,
SRC21-1241,글루콘산아연,태성,27000,미국,,일반식품,N,당진공장재고 9Kg,
SRC21-1242,글루콘산아연,태성,11000,중국,,일반식품,N,,
SRC21-1243,수국잎 열수 추출분말,해찬솔,50000,국산,,일반식품,N,,
SRC21-1244,수국잎 열수 추출분말,하이베이스,52000,국산,,일반식품,N,,
SRC21-1245,수국잎 열수 추출분말,하이베이스,16000,중국,,일반식품,N,,
SRC21-1246,피쉬콜라겐,세일인터내셔널,42000,캐나다,,일반식품,N,,
SRC21-1247,저분자피쉬콜라겐,테이스트메이커코리아,34000,베트남,,일반식품,N,300달톤,포장원문: 200kg이하
SRC21-1248,저분자피쉬콜라겐,테이스트메이커코리아,32000,베트남,,일반식품,N,300달톤,포장원문: 200kg이상
SRC21-1249,저분자피쉬콜라겐,테이스트메이커코리아,29000,베트남,,일반식품,N,500달톤,포장원문: 200kg이하
SRC21-1250,저분자피쉬콜라겐,테이스트메이커코리아,27000,베트남,,일반식품,N,500달톤,포장원문: 200kg이상
SRC21-1251,비타민B12,하이베이스,138000,스위스,,일반식품,N,제품 동물성원료 제한. 비건제품,
SRC21-1252,비타민B12,엘본에이치앤비,92000,미국,,일반식품,N,,
SRC21-1256,베타인 분말,하이베이스,33000,필란드,,일반식품,N,,
SRC21-1257,L-이소로이신,태성,31000,중국,,일반식품,N,,
SRC21-1259,홍국발효 구기자 분말,해찬솔,32000,국산,,일반식품,N,,
SRC21-1260,홍국발효구기자분말 hcs-7759,엘본에이치앤비,35000,국산,,일반식품,N,,
SRC21-1261,백납(비즈왁스),태성,24000,미국,,일반식품,N,일반식품원료,
SRC21-1262,백납(비즈왁스),태성,18000,중국,,일반식품,N,,
SRC21-1263,진득찰분말,해찬솔,20000,국산,,일반식품,N,,
SRC21-1264,영지버섯분말,해찬솔,21000,국산,,일반식품,N,,
SRC21-1265,표고버섯분말,해찬솔,39000,국산,,일반식품,N,,
SRC21-1267,감태추출물,(미지정),750000,,,일반식품,N,*사급원료                            당진공장 40kg 입고(재고),
SRC21-1269,까마귀쪽나무열매 주정추출물,(미지정),800000,,,일반식품,N,,
SRC21-1273,벌나무농축액,하이베이스,40000,국산,,일반식품,N,해찬솔없음/시험성적서 있음/고형분 함량 알 수 없음,
SRC21-1274,다래추출분말,하이베이스,280000,"미국,뉴질랜드",40,일반식품,N,해찬솔없음,
SRC21-1275,크레아틴,태성,30000,중국,,건기식,Y,,3g / 근력운동시 운동스행능력 / 향상에 도움
SRC21-1276,자라추출분말,하이베이스,190000,대만,,일반식품,N,열풍건조,
SRC21-1277,남가새추출분말,해찬솔,16000,인도,,일반식품,N,,
SRC21-1278,남가새추출분말,하이베이스,40000,인도,,일반식품,N,트리블러스추출분말,
SRC21-1279,차즈기추출물,해찬솔,16000,국산,,일반식품,N,,
SRC21-1280,차즈기추출물,엘본에이치앤비,18000,국산,,일반식품,N,,
SRC21-1281,곽향 추출분말,하이베이스,35000,중국,100,일반식품,N,원물구매현황에 따라 생산가능여부 및 단가변동 가능성,
SRC21-1282,정향 추출분말,하이베이스,31000,인도네시아,,일반식품,N,,
SRC21-1283,회향 추출분말,하이베이스,30000,중국,,일반식품,N,,
SRC21-1285,정향 추출액,하이베이스,35000,인도네시아,,일반식품,N,,
SRC21-1286,회향 엑기스,하이베이스,20000,인도,,일반식품,N,,
SRC21-1287,돌외잎주정추출물,티지바이오텍,370000,,100,일반식품,N,,
SRC21-1288,녹차추출분말(카테킨함량70%),하이베이스,80000,미국,,일반식품,N,,
SRC21-1289,녹차추출분말(카테킨함량70%),하이베이스,77000,중국,,일반식품,N,,
SRC21-1290,녹차추출분말(카테킨함량75%),하이베이스,88000,인도,,일반식품,N,75%,
SRC21-1291,녹차추출분말(카테킨함량70%),엘본에이치앤비,79000,인도,,일반식품,N,70%,
SRC21-1292,작약추출물,(미지정),250000,,,일반식품,N,개별인정형 원료,
SRC21-1295,곤약감자 세라마이드,엘본에이치앤비,2000000,중국,,일반식품,N,글루코실세라마이드 함량,
SRC21-1296,흑미 분말(생),하이베이스,7500,국산,,일반식품,N,면세,
SRC21-1297,흑미 분말(볶음),하이베이스,8000,국산,,일반식품,N,부가세 별도,
SRC21-1298,땅콩 분말,하이베이스,12000,국산,,일반식품,N,면세,
SRC21-1299,검은콩 분말(생),하이베이스,16000,국산,,일반식품,N,면세,
SRC21-1300,검은콩 분말(볶음),하이베이스,16500,국산,,일반식품,N,부가세 별도,
SRC21-1301,보리 분말(생),하이베이스,4500,국산,,일반식품,N,면세,
SRC21-1302,보리 분말(볶음),하이베이스,5000,국산,,일반식품,N,별도,
SRC21-1303,흰강낭콩 분말(볶음),하이베이스,8000,캐나다,,일반식품,N,별도,
SRC21-1304,백태 분말(생),하이베이스,9000,국산,,일반식품,N,면세,
SRC21-1305,백태 분말(볶음),하이베이스,10500,국산,,일반식품,N,별도,
SRC21-1306,호두A 분말,하이베이스,19000,미국,,일반식품,N,"별도 (호두 85%, 쌀 15%)",
SRC21-1307,현미배아 분말(생),하이베이스,15000,국산,,일반식품,N,면세,
SRC21-1308,현미배아 분말(볶음),하이베이스,15500,국산,,일반식품,N,별도,
SRC21-1310,아마씨 분말,하이베이스,7000,캐나다,,일반식품,N,,
SRC21-1311,식물성콜라겐 펩타이드,에스제이디,207000,,10,일반식품,N,흰목이버섯유래,
SRC21-1312,아미노산펩타이드,에스제이디,75000,,15,일반식품,N,당근유래,
SRC21-1315,아미노산펩타이드,태성,75000,,,일반식품,N,당근유래,
SRC21-1317,락토바실러스 람노서스GG [HN001],에스제이디,3500000,미국,,일반식품,N,"""하우 아 유""라는 제품명 못씀.  승수는 유사함",
SRC21-1319,Bacillus Coagulans [1000억] 바실러스 코아귤런스,바른에프피,470000,인도,,일반식품,N,제조사 : Meteoric Biopharmaceuticals,
SRC21-1320,항비만유산균 [2200억],(미지정),700000,,,일반식품,N,사무실_나약사님,
SRC21-1322,나토배양물,선일에프앤씨,850000,,,일반식품,N,"기능성원료인증서,한글라벨 있음/ 균 14.000~22,000u/g  권장량 133mg",
SRC21-1323,HK 나토배양물,엘본에이치앤비,680000,,,일반식품,N,133mg,
SRC21-1325,블랙커런트농축분말,새롬비앤에프,27000,,,일반식품,N,브릭스 알수 없음,
SRC21-1327,아르지닌(아르기닌),(미지정),28000,국산,,일반식품,N,나약사님 관리,
SRC21-1328,아르지닌(아르기닌),(미지정),24000,미국,,일반식품,N,나약사님 관리,
SRC21-1329,아르지닌(아르기닌),(미지정),22000,중국,,일반식품,N,나약사님 관리,
SRC21-1330,영유아유래 유산균,메디오젠,570000,국산,,일반식품,N,5kg 패킹도 있음/ 2400억,
SRC21-1331,아미노산혼합물BCAA INSTANT POWDER,(미지정),25000,중국,,일반식품,N,12/07 현재 공장재고 68kg / 시험성적서 있음,
SRC21-1332,레몬밤추출물,(미지정),150000,국산,,일반식품,N,나약사님_개별인정형 원료,
SRC21-1334,천연치자황색소,하이베이스,34000,국산,,일반식품,N,10kg 이상 할인적용 가능,
SRC21-1335,용안육 분말,바이오케어,26000,중국/베트남,20,일반식품,N,산약(마)/중국    용안육/베트남   산약70% 용안육30% //**부가세별도,
SRC21-1336,트리뷸러스 추출분말,하이베이스,42000,인도,,일반식품,N,농축액은 없음,
SRC21-1337,잔탄검,하이베이스,11500,중국,,일반식품,N,,
SRC21-1338,잔탄검,하이베이스,20000,오스트리아,,일반식품,N,약 2만원이하로 가능함,
SRC21-1339,포스파티딜세린,하이베이스,660000,미국,,일반식품,N,"부가세별도/세린70%/건기식원료, 제조:Nutracetical international, 수입:아이비티㈜              20221208현재고 15KG",
SRC21-1341,쑥 농축액,새롬비앤에프,16000,국산,,일반식품,N,,
SRC21-1342,브로멜라인,에스제이디,56000,필리핀,,일반식품,N,"1,000 Unit/g 이상",
SRC21-1343,WPH (가수분해유청단백),하이베이스,23000,미국,,일반식품,N,,
SRC21-1346,블랙곡물추출분말,하이베이스,25000,국산,,일반식품,N,"흑미, 검정통, 검정깨",
SRC21-1347,미셀라카제인,하이베이스,19000,프랑스,,일반식품,N,,
SRC21-1349,노니추출분말,하이베이스,15000,중국,,일반식품,N,,
SRC21-1350,폴리덱스트로스,하이베이스,4200,국산,,일반식품,N,,
SRC21-1353,글루타치온 85%,뉴다바이오,800000,미국,,일반식품,N,글루타치온 85% 판매원(77만원~80만원선),"680,000"
SRC21-1355,철갑상어추출분말,엠바이오텍,210000,덴마크,,일반식품,N,건식원료,
SRC21-1356,상어연골추출분말(뮤코다당),하이베이스,75000,중국,,일반식품,N,"콘드로이친 황산염(뮤코다당,단백)/건기식",
SRC21-1357,상어연골분말,하이베이스,50000,호주,,일반식품,N,,
SRC21-1363,연어이리추출분말,태성,260000,,,일반식품,N,최준호과장,
SRC21-1364,망고스틴 추출분말,하이베이스,19000,중국,,일반식품,N,500kg 수입예상 원가,
SRC21-1365,아보카도 추출분말,하이베이스,19000,중국,,일반식품,N,500kg 수입예상 원가,
SRC21-1366,엘더베리농축분말,해찬솔,20000,오스트리아,,일반식품,N,,
SRC21-1367,회화나무열매추출분말,하이베이스,15000,중국,,일반식품,N,,
SRC21-1368,회화나무열매추출분말,하이베이스,140000,인도,,일반식품,N,건식원료,
SRC21-1369,민들레추출분말,하이베이스,24000,중국,,일반식품,N,,
SRC21-1371,민들레(포공영)일반분말,바이오케어,32000,국산,,일반식품,N,,
SRC21-1372,민들레(포공영)일반분말,바이오케어,19000,중국,,일반식품,N,,
SRC21-1373,헛개나무 일반분말,바이오케어,15200,국산,,일반식품,N,바이오케어 수입산 없음,
SRC21-1374,헛개나무 열매 일반분말,바이오케어,36500,국산,,일반식품,N,,
SRC21-1375,헛개나무 열매 일반분말,바이오케어,14500,중국,,일반식품,N,,
SRC21-1376,헛개나무 열매 추출분말,하이베이스,23000,중국,,일반식품,N,,
SRC21-1377,치자 일반분말,바이오케어,17000,중국,,일반식품,N,,
SRC21-1378,치자 일반분말,바이오케어,24400,국산,,일반식품,N,,
SRC21-1379,치자 농축분말,하이베이스,27000,중국,,일반식품,N,,
SRC21-1380,치자 분말,하이베이스,25000,국산,,일반식품,N,,
SRC21-1385,달맞이꽃 종자유,하이베이스,50000,뉴질랜드,,일반식품,N,,
SRC21-1386,보라지꽃 종자유,미래바이오텍,46000,뉴질랜드,,일반식품,N,감마리놀렌산 20%,
SRC21-1388,미야이리균(낙산균),바른에프피,770000,,,일반식품,N,1억,
SRC21-1390,황금분말,바이오케어,14500,중국,,일반식품,N,,
SRC21-1391,당귀분말,바이오케어,19500,국산,,일반식품,N,,
SRC21-1392,당귀분말,바이오케어,13600,중국,,일반식품,N,,
SRC21-1393,녹차분말,바이오케어,21000,국산,,일반식품,N,부가세별도 / 수입산 없음,
SRC21-1394,레몬밤(추출분말),하이베이스,12000,중국,,일반식품,N,1/9발주시 13000>12000인하 김혜성 과장,
SRC21-1396,엥게비타GSH,비전바이오켐,20000,,,일반식품,N,당진에 재고 많음                                          2023년 단가인상예정,
SRC21-1397,L-티로신,서호상사,37000,중국,,일반식품,N,,
SRC21-1398,글루타치온(50%),태성,320000,인도,,일반식품,N,인도산이 가장 저렴,
SRC21-1400,세라티크 세라마이드 (밀추출분말),하이베이스,2400000,프랑스,,일반식품,N,**타정용은 불가(자사 제품만 정제 생산)_분말만 가능 *채움바이오와 거래관계,
SRC21-1401,모로오렌지 추출분말,해찬솔,16500,이탈리아,20,일반식품,N,,
SRC21-1402,모로오렌지 추출분말,하이베이스,55000,폴란드,,일반식품,N,,
SRC21-1403,모로오렌지 추출분말,하이베이스,18000,이스라엘,,일반식품,N,고형분11%,
SRC21-1404,대두이소플라본(바이오이소플라본),현대바이오랜드,300000,미국,,일반식품,N,187.5mg/g 이상,
SRC21-1405,대두이소플라본(수용성이소플라본),현대바이오랜드,350000,미국,,일반식품,N,62mg/g 이상,
SRC21-1406,중성비타민C,하이베이스,70000,미국,,일반식품,N,,
SRC21-1408,비오틴,서호상사,13000,프랑스,,일반식품,N,** g당 단가임_1kg 1300만원,
SRC21-1409,링곤베리 분말,하이베이스,100000,에스토니아,,일반식품,N,"직수입사는 ""세일"" 새일?              4월재배로 이후 수급 원활",
